Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
233020,Fournaise  Piton de la,14368,Confirmed Eruption,ENE flank (2050-2200 m  1850-1920 m),1,,,1977,,10,,24,,Historical Observations,,1977,,11,,17,,-21.244,55.708,2,1977-10-24,0
360160,Kick 'em Jenny,12465,Confirmed Eruption,,0,,,1977,,11,,11,,Hydrophonic,,,,,,,,12.3,-61.64,14,1977-11-11,0
266110,Mahawu,16470,Confirmed Eruption,,0,,,1977,,11,,16,,Historical Observations,,,,,,,,1.352,124.865,6,1977-11-16,0
341040,Colima,10460,Confirmed Eruption,,1,,,1977,,12,,1,,Historical Observations,,1982,,6,,0,,19.514,-103.62,0,1977-12-01,0
283180,Azumayama,17937,Confirmed Eruption,Issaikyo (Oana),1,,,1977,,12,,7,,Historical Observations,,1977,,12,,7,,37.735,140.244,7,1977-12-07,0
333060,Macdonald,10315,Confirmed Eruption,,0,,,1977,,12,,10,,Hydrophonic,,1977,,12,,15,,-28.98,-140.25,4,1977-12-10,0
345040,Poas,11177,Confirmed Eruption,,2,,,1977,,12,,18,,Historical Observations,,1978,,6,,15,,10.2,-84.233,14,1977-12-18,0
263340,Raung,16145,Confirmed Eruption,,1,,,1978,,1,,1,,Historical Observations,,1979,,12,>,0,,-8.119,114.056,6,1978-01-01,0
274020,Didicas,16878,Confirmed Eruption,NNE side,2,,,1978,,1,,6,,Historical Observations,,1978,,1,,9,,19.077,122.202,8,1978-01-06,0
242050,Monowai,14706,Confirmed Eruption,,0,,,1978,,2,,1,,Hydrophonic,,1978,,7,,0,,-25.887,-177.188,11,1978-02-01,0
311340,Westdahl,20044,Confirmed Eruption,South of Westdahl Peak (1450 m),3,,,1978,,2,,4,,Historical Observations,,1978,,2,,9,,54.518,-164.65,5,1978-02-04,0
311360,Shishaldin,20087,Confirmed Eruption,,2,,,1978,,2,,8,,Historical Observations,,1978,,2,?,9,,54.756,-163.97,5,1978-02-08,0
267020,Karangetang,16529,Confirmed Eruption,,1,,,1978,,2,,22,,Historical Observations,,1978,,12,,18,,2.78,125.4,6,1978-02-22,0
241050,Okataina,14525,Confirmed Eruption,Waimangu (Raupo Pond  Inferno Crater),1,,,1978,,2,,23,,Historical Observations,,1978,,2,,23,,-38.12,176.5,11,1978-02-23,0
273030,Mayon,16805,Confirmed Eruption,,2,,,1978,,3,,7,,Historical Observations,,1978,,9,?,0,,13.257,123.685,8,1978-03-07,0
344120,Concepcion,11066,Confirmed Eruption,,2,,,1978,,3,<,30,,Historical Observations,,1978,,5,>,0,,11.538,-85.622,14,1978-03-30,0
211060,Etna,13804,Confirmed Eruption,SE Crater  SE and ENE flanks (3050-1675 m),2,,,1978,,4,,29,,Historical Observations,,1978,,11,,30,,37.734,15.004,9,1978-04-29,0
252120,Ulawun,15053,Confirmed Eruption,Summit  lower east flank,3,,,1978,,5,,7,,Historical Observations,,1978,,5,,14,,-5.05,151.33,11,1978-05-07,0
285040,Shikotsu,18631,Confirmed Eruption,Tarumai (SE foot of summit dome),1,,,1978,,5,,14,,Historical Observations,,1978,,5,,17,,42.688,141.38,7,1978-05-14,0
358060,Lautaro,12321,Confirmed Eruption,,1,,,1978,,6,,1,,Historical Observations,,,,,,,,-49.02,-73.55,3,1978-06-01,0
255060,Kavachi,15167,Confirmed Eruption,,2,,,1978,,6,,21,,Historical Observations,,1978,,7,,22,6,-9.02,157.95,11,1978-06-21,0
272020,Kanlaon,16734,Confirmed Eruption,,2,,,1978,,6,,27,,Historical Observations,,1978,,9,,2,,10.412,123.132,6,1978-06-27,0
262000,Krakatau,15612,Confirmed Eruption,Anak Krakatau,1,,,1978,,7,,10,,Historical Observations,,1978,,11,,0,,-6.102,105.423,10,1978-07-10,0
290030,Chachadake [Tiatia],18742,Confirmed Eruption,,2,,,1978,,7,,20,,Historical Observations,,,,,,,,44.353,146.252,7,1978-07-20,0
273010,Bulusan,16764,Confirmed Eruption,,2,,,1978,,7,,29,,Historical Observations,,1978,,8,,14,,12.77,124.05,6,1978-07-29,0
353010,Fernandina,11670,Confirmed Eruption,NW caldera bench,2,,,1978,,8,,8,,Historical Observations,,1978,,8,,26,,-0.37,-91.55,14,1978-08-08,0
300250,Bezymianny,19352,Confirmed Eruption,,2,,,1978,,9,,8,30,Historical Observations,,,,,,,,55.972,160.595,7,1978-09-08,0
345040,Poas,11178,Confirmed Eruption,,1,,,1978,,9,,22,,Historical Observations,,1978,,12,,0,,10.2,-84.233,14,1978-09-22,0
311320,Akutan,20027,Confirmed Eruption,,2,,,1978,,9,,25,5,Historical Observations,,1978,,10,,0,,54.134,-165.986,5,1978-09-25,0
221126,Ardoukªba,13946,Confirmed Eruption,,1,,,1978,,11,,7,,Historical Observations,,1978,,11,,14,,11.58,42.47,13,1978-11-07,0
257050,Lopevi,15312,Confirmed Eruption,Summit and NW flank,2,,,1978,,11,,22,,Historical Observations,,1979,,3,,0,,-16.507,168.346,11,1978-11-22,0
284120,Ioto,18414,Confirmed Eruption,West side (Asodai),1,,,1978,,12,,11,,Historical Observations,,1978,,12,,11,,24.751,141.289,1,1978-12-11,0
285040,Shikotsu,18632,Confirmed Eruption,Tarumai (SE foot of summit dome),1,,,1978,,12,,12,,Historical Observations,,1979,,5,,11,,42.688,141.38,7,1978-12-12,0
251030,Karkar,14948,Confirmed Eruption,SE foot of Bagiai,2,,,1979,,1,?,12,,Historical Observations,,1979,,8,,9,,-4.649,145.964,11,1979-01-12,0
257040,Ambrym,15280,Confirmed Eruption,Benbow,2,,,1979,,1,,26,5,Historical Observations,,1979,,2,?,18,,-16.25,168.12,11,1979-01-26,0
353060,Azul  Cerro,11728,Confirmed Eruption,East flank (300 m) and summit,2,?,,1979,,1,,29,,Historical Observations,,1979,,3,>,4,,-0.92,-91.408,14,1979-01-29,0
311360,Shishaldin,20088,Confirmed Eruption,,2,,,1979,,2,,1,,Historical Observations,,,,,,,,54.756,-163.97,5,1979-02-01,0
242050,Monowai,14707,Confirmed Eruption,,1,,,1979,,2,?,1,,Hydrophonic,,1979,,4,?,19,,-25.887,-177.188,11,1979-02-01,0
300250,Bezymianny,19353,Confirmed Eruption,,3,,,1979,,2,,11,,Historical Observations,,,,,,,,55.972,160.595,7,1979-02-11,0
282090,Kirishimayama,17161,Confirmed Eruption,Shinmoe-dake,1,,,1979,,2,,16,60,Historical Observations,,,,,,,,31.934,130.862,8,1979-02-16,0
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Sinila and Sigluduk,1,,,1979,,2,,20,,Historical Observations,,1979,,2,,20,,-7.2,109.92,10,1979-02-20,0
358060,Lautaro,12322,Confirmed Eruption,,2,?,,1979,,3,<,8,,Historical Observations,,,,,,,,-49.02,-73.55,3,1979-03-08,0
358059,Arenales,12300,Confirmed Eruption,,1,?,,1979,,3,<,8,,Historical Observations,,,,,,,,-47.2,-73.48,3,1979-03-08,0
290260,Chirinkotan,18828,Confirmed Eruption,,2,,,1979,,4,,1,,Historical Observations,,1980,,10,,10,,48.98,153.48,7,1979-04-01,0
360150,Soufrière St. Vincent,12455,Confirmed Eruption,,3,,,1979,,4,,13,,Historical Observations,,1979,,10,,26,5,13.33,-61.18,14,1979-04-13,0
357140,Carràn-Los Venados,12189,Confirmed Eruption,Mirador,2,,,1979,,4,,14,,Historical Observations,,1979,,5,,20,,-40.35,-72.07,3,1979-04-14,0
243070,Metis Shoal,14765,Confirmed Eruption,,2,,,1979,,5,<,10,,Historical Observations,,1979,,7,>,21,,-19.18,-174.87,11,1979-05-10,0
243102,Curacoa,14776,Confirmed Eruption,13 km north of Tafahi,1,,,1979,,5,,14,,Historical Observations,,,,,,,,-15.62,-173.67,11,1979-05-14,0
233020,Fournaise  Piton de la,14369,Confirmed Eruption,SE  SW and N flanks  Dolomieu & Bory,1,,,1979,,5,,28,,Historical Observations,,1979,,7,,14,,-21.244,55.708,2,1979-05-28,0
267020,Karangetang,16530,Confirmed Eruption,NNW flank  1300 m (Kawah Maralebule),1,,,1979,,5,,31,,Historical Observations,,1979,,5,,31,,2.78,125.4,6,1979-05-31,0
282110,Asosan,17339,Confirmed Eruption,Naka-dake,2,,,1979,,6,,5,4,Historical Observations,,1980,,3,,8,,32.884,131.104,8,1979-06-05,0
257040,Ambrym,15281,Confirmed Eruption,Benbow  Marum,2,,,1979,,6,,6,,Historical Observations,,1979,,9,?,0,,-16.25,168.12,11,1979-06-06,0
241100,Ruapehu,14646,Confirmed Eruption,,1,,,1979,,6,,30,,Historical Observations,,1979,,7,,15,,-39.28,175.57,11,1979-06-30,0
257050,Lopevi,15313,Confirmed Eruption,NW flank,2,,,1979,,7,,2,,Historical Observations,,1979,,9,,12,,-16.507,168.346,11,1979-07-02,0
211060,Etna,13805,Confirmed Eruption,Central Crater,2,,,1979,,7,,3,,Historical Observations,,1992,,12,,0,,37.734,15.004,9,1979-07-03,0
262000,Krakatau,15613,Confirmed Eruption,Anak Krakatau,2,,,1979,,7,,15,5,Historical Observations,,1979,,11,,0,,-6.102,105.423,10,1979-07-15,0
211060,Etna,13806,Confirmed Eruption,SE Crater  SE  E and NE flanks,3,?,,1979,,7,,16,,Historical Observations,,1980,,9,,1,5,37.734,15.004,9,1979-07-16,0
345040,Poas,11179,Confirmed Eruption,,1,,,1979,,9,,8,,Historical Observations,,1980,,1,,0,,10.2,-84.233,14,1979-09-08,0
300250,Bezymianny,19354,Confirmed Eruption,,2,,,1979,,9,,18,,Historical Observations,,,,,,,,55.972,160.595,7,1979-09-18,0
333060,Macdonald,10316,Confirmed Eruption,,0,,,1979,,9,,30,,Hydrophonic,,1979,,9,,30,,-28.98,-140.25,4,1979-09-30,0
357110,Llaima,12065,Confirmed Eruption,,2,,,1979,,10,,15,,Historical Observations,,1979,,11,,28,,-38.692,-71.729,3,1979-10-15,0
283040,Ontakesan,17457,Confirmed Eruption,200 m SW of Kengamine,2,,,1979,,10,,28,,Historical Observations,,1980,,4,,25,,35.893,137.48,7,1979-10-28,0
353050,Negra  Sierra,11712,Confirmed Eruption,Upper NW and NE flanks (Volcàn Chico),3,,,1979,,11,,13,,Historical Observations,,1980,,1,>,14,,-0.83,-91.17,14,1979-11-13,0
332010,Kilauea,10115,Confirmed Eruption,East rift zone (Pauahi Crater),0,,,1979,,11,,16,,Historical Observations,,1979,,11,,17,,19.421,-155.287,5,1979-11-16,0
273010,Bulusan,16765,Confirmed Eruption,,3,,,1979,,12,,27,,Historical Observations,,1980,,9,,28,,12.77,124.05,6,1979-12-27,0
242050,Monowai,14708,Confirmed Eruption,,0,,,1980,,1,,1,,Hydrophonic,,1980,,1,,0,,-25.887,-177.188,11,1980-01-01,0
357010,Tupungatito,20561,Confirmed Eruption,SW crater,2,,,1980,,1,,10,,Historical Observations,,1980,,1,,11,,-33.425,-69.797,3,1980-01-10,0
241100,Ruapehu,14647,Confirmed Eruption,,1,,,1980,,1,?,15,,Historical Observations,,1980,,3,?,27,,-39.28,175.57,11,1980-01-15,0
223020,Nyamuragira,14069,Confirmed Eruption,North flank (Gasenyi),3,,,1980,,1,,30,,Historical Observations,,1980,,2,,24,,-1.408,29.2,9,1980-01-30,0
333060,Macdonald,10317,Confirmed Eruption,,0,,,1980,,2,,12,,Hydrophonic,,1980,,2,,13,,-28.98,-140.25,4,1980-02-12,0
332010,Kilauea,10116,Confirmed Eruption,East rift zone (near Mauna Ulu),0,,,1980,,3,,11,,Historical Observations,,1980,,3,,11,,19.421,-155.287,5,1980-03-11,0
284120,Ioto,18415,Confirmed Eruption,Kitanohara,1,,,1980,,3,,13,,Historical Observations,,1980,,3,,13,,24.751,141.289,1,1980-03-13,0
262000,Krakatau,15614,Confirmed Eruption,Anak Krakatau,2,,,1980,,3,,15,5,Historical Observations,,1980,,12,,0,,-6.102,105.423,10,1980-03-15,0
373080,Krafla,12950,Confirmed Eruption,LeirhnjÏkur to 11 km north,0,,,1980,,3,,16,,Historical Observations,,1980,,10,,23,,65.75,-16.25,9,1980-03-16,0
267020,Karangetang,16531,Confirmed Eruption,,1,,,1980,,3,,24,,Historical Observations,,1980,,9,,13,,2.78,125.4,6,1980-03-24,0
321050,St. Helens,20557,Confirmed Eruption,Summit and north flank,5,,,1980,,3,,27,,Historical Observations,,1986,,10,,28,3,46.2,-122.18,12,1980-03-27,0
261140,Marapi,15469,Confirmed Eruption,,1,,,1980,,3,,29,,Historical Observations,,,,,,,,-0.381,100.473,10,1980-03-29,0
257050,Lopevi,15314,Confirmed Eruption,Summit  NW and SE flanks,3,,,1980,,4,,15,,Historical Observations,,1980,,8,,20,,-16.507,168.346,11,1980-04-15,0
300250,Bezymianny,19355,Confirmed Eruption,,3,,,1980,,4,,18,,Historical Observations,,1980,,4,,19,,55.972,160.595,7,1980-04-18,0
311310,Makushin,19988,Confirmed Eruption,SE side of summit,1,,,1980,,5,,1,75,Historical Observations,,,,,,,,53.891,-166.923,5,1980-05-01,0
257040,Ambrym,15282,Confirmed Eruption,Marum,3,,,1980,,5,,16,,Historical Observations,,1980,,8,,18,,-16.25,168.12,11,1980-05-16,0
290270,Ekarma,18832,Confirmed Eruption,,1,,,1980,,5,,24,,Historical Observations,,,,,,,,48.958,153.93,7,1980-05-24,0
263310,Tengger Caldera,16056,Confirmed Eruption,Bromo,2,,,1980,,6,,5,1,Historical Observations,,1980,,9,,20,,-7.942,112.95,10,1980-06-05,0
300070,Gorely,19024,Confirmed Eruption,,3,,,1980,,6,,15,5,Historical Observations,,1981,,7,,3,,52.559,158.03,7,1980-06-15,0
357120,Villarrica,12167,Confirmed Eruption,,2,,,1980,,6,,20,,Historical Observations,,1980,,9,,24,,-39.42,-71.93,3,1980-06-20,0
311320,Akutan,20028,Confirmed Eruption,,2,,,1980,,7,<,3,,Historical Observations,,1980,,7,?,8,,54.134,-165.986,5,1980-07-03,0
312030,Pavlof,20142,Confirmed Eruption,,1,,,1980,,7,,6,1,Historical Observations,,,,,,,,55.417,-161.894,5,1980-07-06,0
211060,Etna,13807,Confirmed Eruption,NE Crater,3,,,1980,,7,,8,,Historical Observations,,1980,,9,,26,,37.734,15.004,9,1980-07-08,0
311070,Gareloi,19685,Confirmed Eruption,,3,?,,1980,,8,,7,,Historical Observations,,1980,,9,,17,,51.79,-178.794,5,1980-08-07,0
272020,Kanlaon,16735,Confirmed Eruption,,2,,,1980,,8,,8,,Historical Observations,,,,,,,,10.412,123.132,6,1980-08-08,0
372070,Hekla,12751,Confirmed Eruption,Summit  SW and NE flanks,3,,,1980,,8,,17,,Historical Observations,,1980,,8,,20,,63.983,-19.666,9,1980-08-17,0
300250,Bezymianny,19356,Confirmed Eruption,,2,,,1980,,8,,21,,Historical Observations,,1980,,8,,27,4,55.972,160.595,7,1980-08-21,0
300270,Sheveluch,19580,Confirmed Eruption,Center of 1964 crater,1,,,1980,,8,,23,,Historical Observations,,1981,,12,,1,30,56.653,161.36,7,1980-08-23,0
234070,Marion Island,14413,Confirmed Eruption,E-W fissure from summit to W coast,1,,,1980,,9,?,1,,Historical Observations,,,,,,,,-46.9,37.75,2,1980-09-01,0
268060,Gamalama,16667,Confirmed Eruption,,2,,,1980,,9,,4,,Historical Observations,,1980,,9,,23,,0.8,127.33,6,1980-09-04,0
345040,Poas,11180,Confirmed Eruption,,1,,,1980,,9,,12,,Historical Observations,,1980,,9,,12,,10.2,-84.233,14,1980-09-12,0
282110,Asosan,17340,Confirmed Eruption,Naka-dake,1,,,1980,,9,,24,,Historical Observations,,1980,,9,,24,,32.884,131.104,8,1980-09-24,0
282050,Kuchinoerabujima,16979,Confirmed Eruption,NNE-SSW fissure on E side of Shin-take,2,,,1980,,9,,28,,Historical Observations,,1980,,9,,28,,30.443,130.217,8,1980-09-28,0
357091,Callaqui,11997,Confirmed Eruption,,1,,,1980,,10,,1,,Historical Observations,,1980,,10,,0,,-37.92,-71.45,3,1980-10-01,0
252120,Ulawun,15054,Confirmed Eruption,,3,,,1980,,10,,6,,Historical Observations,,1980,,10,,7,,-5.05,151.33,11,1980-10-06,0
255060,Kavachi,15168,Confirmed Eruption,,1,,,1980,,10,,7,,Historical Observations,,1981,,2,,25,,-9.02,157.95,11,1980-10-07,0
241100,Ruapehu,14648,Confirmed Eruption,,1,,,1980,,10,,18,,Historical Observations,,1980,,11,,3,,-39.28,175.57,11,1980-10-18,0
264150,Paluweh,16270,Confirmed Eruption,Rokatenda,2,,,1980,,11,,5,,Historical Observations,,1981,,9,,0,,-8.32,121.708,6,1980-11-05,0
312030,Pavlof,20143,Confirmed Eruption,Upper NNE flank,3,,,1980,,11,,8,,Historical Observations,,1980,,11,,13,,55.417,-161.894,5,1980-11-08,0
333060,Macdonald,10318,Confirmed Eruption,,0,,,1980,,11,,10,,Hydrophonic,,1981,,2,,15,,-28.98,-140.25,4,1980-11-10,0
345040,Poas,11181,Confirmed Eruption,,1,,,1980,,12,,26,,Historical Observations,,1980,,12,,26,,10.2,-84.233,14,1980-12-26,0
300260,Klyuchevskoy,19461,Confirmed Eruption,,1,,,1981,,1,,25,,Historical Observations,,1981,,8,?,4,,56.056,160.642,7,1981-01-25,0
211060,Etna,13808,Confirmed Eruption,NE Crater,2,,,1981,,1,,26,5,Historical Observations,,1981,,3,,5,4,37.734,15.004,9,1981-01-26,0
373080,Krafla,12951,Confirmed Eruption,6-8 km N of LeirhnjÏkur,0,,,1981,,1,,30,,Historical Observations,,1981,,2,,4,,65.75,-16.25,9,1981-01-30,0
344040,Telica,10930,Confirmed Eruption,,1,,,1981,,2,?,1,,Historical Observations,,,,,,,,12.602,-86.845,14,1981-02-01,0
233020,Fournaise  Piton de la,14370,Confirmed Eruption,Bory  SW  N & NE of Dolomieu,2,,,1981,,2,,3,,Historical Observations,,1981,,5,,5,,-21.244,55.708,2,1981-02-03,0
257040,Ambrym,15283,Confirmed Eruption,Benbow  Marum,2,,,1981,,2,,20,,Historical Observations,,1981,,9,,30,,-16.25,168.12,11,1981-02-20,0
285040,Shikotsu,18633,Confirmed Eruption,Tarumai,0,,,1981,,2,<,27,,Historical Observations,,,,,,,,42.688,141.38,7,1981-02-27,0
345040,Poas,11182,Confirmed Eruption,,1,,,1981,,3,,1,,Historical Observations,,1981,,5,,0,,10.2,-84.233,14,1981-03-01,0
268040,Gamkonora,16593,Confirmed Eruption,,1,,,1981,,3,,4,,Historical Observations,,1981,,7,,25,,1.38,127.53,6,1981-03-04,0
211060,Etna,13809,Confirmed Eruption,NNW flank (2550-1140 m),2,,,1981,,3,,17,,Historical Observations,,1981,,3,,23,,37.734,15.004,9,1981-03-17,0
311290,Okmok,19848,Confirmed Eruption,SW part of caldera (Cone A),3,?,,1981,,3,,24,,Historical Observations,,1981,,3,,24,,53.43,-168.13,5,1981-03-24,0
312030,Pavlof,20144,Confirmed Eruption,,1,,,1981,,3,<,30,,Historical Observations,,1981,,5,,28,,55.417,-161.894,5,1981-03-30,0
372070,Hekla,12752,Confirmed Eruption,Summit and north flank (900 and 740 m),2,,,1981,,4,,9,,Historical Observations,,1981,,4,,16,,63.983,-19.666,9,1981-04-09,0
273010,Bulusan,16766,Confirmed Eruption,,3,,,1981,,4,,9,,Historical Observations,,1981,,4,,27,,12.77,124.05,6,1981-04-09,0
262000,Krakatau,15615,Confirmed Eruption,Anak Krakatau,1,,,1981,,4,,24,,Historical Observations,,1981,,10,,20,,-6.102,105.423,10,1981-04-24,0
290390,Alaid,18887,Confirmed Eruption,,4,,,1981,,4,,27,,Historical Observations,,1981,,6,,5,,50.861,155.565,7,1981-04-27,0
241050,Okataina,14526,Confirmed Eruption,Waimangu (Raupo Pond crater),1,,,1981,,5,,1,,Historical Observations,,1981,,5,,0,,-38.12,176.5,11,1981-05-01,0
284170,Pagan,18515,Confirmed Eruption,North Pagan (summit and north flank),4,,,1981,,5,,15,,Historical Observations,,1985,,5,>,1,,18.13,145.8,1,1981-05-15,0
290030,Chachadake [Tiatia],18743,Confirmed Eruption,,2,?,,1981,,6,,10,,Historical Observations,,1981,,6,,25,,44.353,146.252,7,1981-06-10,0
300250,Bezymianny,19360,Confirmed Eruption,,3,,,1981,,6,,12,,Historical Observations,,1983,,5,,22,,55.972,160.595,7,1981-06-12,0
282110,Asosan,17341,Confirmed Eruption,Naka-dake,1,,,1981,,6,,15,,Historical Observations,,1981,,6,,15,,32.884,131.104,8,1981-06-15,0
257020,Gaua,15229,Confirmed Eruption,Mt. Garat,1,?,,1981,,7,,9,,Historical Observations,,1981,,7,,9,,-14.27,167.5,11,1981-07-09,0
353010,Fernandina,11671,Confirmed Eruption,South caldera rim,0,,,1981,,8,,1,270,Historical Observations,,,,,,,,-0.37,-91.55,14,1981-08-01,0
352020,Guagua Pichincha,11491,Confirmed Eruption,NE side of 1660 lava dome,1,,,1981,,8,,31,5,Historical Observations,,1982,,11,?,0,,-0.171,-78.598,14,1981-08-31,0
312030,Pavlof,20145,Confirmed Eruption,Upper NNE flank (100 m below summit),3,,,1981,,9,,25,,Historical Observations,,1981,,9,,27,,55.417,-161.894,5,1981-09-25,0
241100,Ruapehu,14649,Confirmed Eruption,,1,,,1981,,10,?,25,,Historical Observations,,1982,,4,,12,3,-39.28,175.57,11,1981-10-25,0
373080,Krafla,12952,Confirmed Eruption,LeirhnjÏkur to 9 km north,0,,,1981,,11,,18,,Historical Observations,,1981,,11,,23,,65.75,-16.25,9,1981-11-18,0
344040,Telica,10931,Confirmed Eruption,,2,,,1981,,11,,25,5,Historical Observations,,1982,,3,,2,,12.602,-86.845,14,1981-11-25,0
290390,Alaid,18888,Confirmed Eruption,,2,,,1981,,11,,25,,Historical Observations,,,,,,,,50.861,155.565,7,1981-11-25,0
211060,Etna,13810,Confirmed Eruption,NE Crater,2,,,1981,,11,,26,,Historical Observations,,1981,,11,,26,,37.734,15.004,9,1981-11-26,0
223020,Nyamuragira,14070,Confirmed Eruption,SE flank (Rugarambiro),3,,,1981,,12,,25,,Historical Observations,,1982,,1,,14,,-1.408,29.2,9,1981-12-25,0
311070,Gareloi,19686,Confirmed Eruption,,3,,,1982,,1,,15,,Historical Observations,,1982,,1,,15,,51.79,-178.794,5,1982-01-15,0
344120,Concepcion,11067,Confirmed Eruption,,2,,,1982,,1,,15,5,Historical Observations,,1982,,2,,14,5,11.538,-85.622,14,1982-01-15,0
333060,Macdonald,10319,Confirmed Eruption,,0,,,1982,,3,,1,,Hydrophonic,,1982,,6,,6,,-28.98,-140.25,4,1982-03-01,0
284120,Ioto,18416,Confirmed Eruption,NW side (Idogahama beach),1,,,1982,,3,,9,,Historical Observations,,1982,,3,,10,,24.751,141.289,1,1982-03-09,0
261140,Marapi,15470,Confirmed Eruption,,1,,,1982,,3,<,10,,Historical Observations,,1982,,5,,0,,-0.381,100.473,10,1982-03-10,0
333010,Teahitia,10299,Confirmed Eruption,,0,,,1982,,3,,16,,Hydrophonic,,1982,,5,,19,,-17.564,-148.821,4,1982-03-16,0
300260,Klyuchevskoy,19463,Confirmed Eruption,,1,,,1982,,3,,24,,Historical Observations,,1982,,5,,2,,56.056,160.642,7,1982-03-24,0
341120,Chichon  El,10610,Confirmed Eruption,,5,,,1982,,3,,28,,Historical Observations,,1982,,9,,11,,17.36,-93.228,0,1982-03-28,0
290390,Alaid,18889,Confirmed Eruption,,2,,,1982,,3,,29,,Historical Observations,,1982,,3,,29,,50.861,155.565,7,1982-03-29,0
263140,Galunggung,15721,Confirmed Eruption,New crater at Gunung Jadi location,4,,,1982,,4,,5,,Historical Observations,,1983,,1,,8,,-7.25,108.058,10,1982-04-05,0
255060,Kavachi,15170,Confirmed Eruption,,2,,,1982,,4,,7,,Historical Observations,,1982,,6,,2,1,-9.02,157.95,11,1982-04-07,0
257020,Gaua,15230,Confirmed Eruption,Mt. Garat,2,,,1982,,4,,18,,Historical Observations,,1982,,4,,18,,-14.27,167.5,11,1982-04-18,0
283110,Asamayama,17805,Confirmed Eruption,,2,,,1982,,4,,26,,Historical Observations,,1982,,4,,26,,36.406,138.523,7,1982-04-26,0
332010,Kilauea,10117,Confirmed Eruption,Kilauea Caldera (NE of Halemaumau),0,,,1982,,4,,30,,Historical Observations,,1982,,5,,1,,19.421,-155.287,5,1982-04-30,0
242050,Monowai,14709,Confirmed Eruption,,0,,,1982,,5,,1,,Hydrophonic,,1982,,5,,0,,-25.887,-177.188,11,1982-05-01,0
223030,Nyiragongo,14104,Confirmed Eruption,,1,,,1982,,6,,21,,Historical Observations,,1982,,10,,17,15,-1.52,29.25,9,1982-06-21,0
263340,Raung,16146,Confirmed Eruption,,3,,,1982,,7,,18,,Historical Observations,,1982,,7,,20,,-8.119,114.056,6,1982-07-18,0
266030,Soputan,16428,Confirmed Eruption,,3,,,1982,,8,,26,,Historical Observations,,1982,,11,,10,,1.112,124.737,6,1982-08-26,0
353020,Wolf,11690,Confirmed Eruption,Caldera and SE flank (875 m),1,,,1982,,8,,28,,Historical Observations,,1982,,9,?,6,,0.02,-91.35,14,1982-08-28,0
332010,Kilauea,10118,Confirmed Eruption,Kilauea Caldera (SSE of Halemaumau),0,,,1982,,9,,25,,Historical Observations,,1982,,9,,26,,19.421,-155.287,5,1982-09-25,0
283110,Asamayama,17806,Confirmed Eruption,,1,,,1982,,10,,2,,Historical Observations,,1982,,10,,2,,36.406,138.523,7,1982-10-02,0
311320,Akutan,20029,Confirmed Eruption,,2,,,1982,,10,,5,4,Historical Observations,,1983,,5,,0,,54.134,-165.986,5,1982-10-05,0
300260,Klyuchevskoy,19464,Confirmed Eruption,Summit and east flank (2875 m),2,,,1982,,10,,7,,Historical Observations,,1983,,6,,27,,56.056,160.642,7,1982-10-07,0
224010,Cameroon,14132,Confirmed Eruption,SW flank (2500 m),2,,,1982,,10,,16,,Historical Observations,,1982,,11,,12,,4.203,9.17,9,1982-10-16,0
